Name,Price,Size,Energi (kcal),Energi (kJ),Fett,Varav mättat fett,Kolhydrat,Varav sockerarter,Fiber,Protein,Salt,Varav polyoler,Vitamin B12,Vitamin D,Folsyra,Selen,Vitamin A,Natrium,Kalcium,Järn,Material,Varav fleromättat fett,Varav enkelomättat fett,Vitamin C,Riboflavin,url
Oat & carrot rolls Glutenfri Fryst 400g Elovena,"44,90 kr","0.4kg 112,25 kr/kg",237 kcal,991 kJ,7.4 g,0.9 g,35 g,3.6 g,6.6 g,4.3 g,1.1 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/oat-carrot-rolls-glutenfri-fryst-400g-elovena/1413263
Thai Cube Red curry chicken 350g Kitchen Joy,"52,00 kr","0.35kg 148,57 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/thai-cube-red-curry-chicken-350g-kitchen-joy/2041647
Hallon Fryst 500g ICA Basic,"49,90 kr","0.5kg 99,80 kr/kg",40 kcal,160 kJ,0.5 g,0 g,5.4 g,3.4 g,3.7 g,1 g,0 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/hallon-fryst-500g-ica-basic/1410807
Vårrullar Kött 6-st 600g Daloon,"62,00 kr","0.6kg 103,33 kr/kg",177 kcal,742 kJ,7.3 g,1 g,21 g,1.6 g,2.2 g,5.4 g,1 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/v%C3%A5rrullar-k%C3%B6tt-6-st-600g-daloon/1509068
Oxpytt Fryst 1kg ICA,"62,00 kr","1kg 62,00 kr/kg",140 kcal,600 kJ,5.3 g,1.3 g,17 g,2.4 g,1.5 g,5.6 g,0.8 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/oxpytt-fryst-1kg-ica/1413601
Burekpaj med spenat & ost Fryst 560g Plivit,"48,90 kr","0.56kg 87,32 kr/kg",252 kcal,1054 kJ,12.75 g,2.18 g,21.91 g,1.6 g,2.29 g,11.25 g,1.7 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/burekpaj-med-spenat-ost-fryst-560g-plivit/1510044
Glass Almond 1-p Magnum,"33,90 kr",,327 kcal,1363 kJ,20 g,13 g,31 g,26 g,,4.6 g,0.11 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glass-almond-1-p-magnum/2130091
Hallon Fryst 250g ICA,"28,90 kr","0.25kg 115,60 kr/kg",30 kcal,140 kJ,0.5 g,0 g,6 g,4.1 g,3.7 g,1 g,,,,,,,,0.001 g,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/hallon-fryst-250g-ica/1026459
Stenugnsbakad pizza Mozzarella Fryst 375g ICA,"41,90 kr","0.375kg 111,73 kr/kg",224 kcal,942 kJ,8.6 g,3.8 g,25 g,4.5 g,2.1 g,10 g,1 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/stenugnsbakad-pizza-mozzarella-fryst-375g-ica/1026460
Haricots verts Fryst 1000g ICA Basic,"26,90 kr","1kg 26,90 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/haricots-verts-fryst-1000g-ica-basic/1411054
Dumplings Anka & ingefära Fryst 16-p 320g ICA,"61,00 kr","0.32kg 190,63 kr/kg",160 kcal,650 kJ,4.6 g,0.5 g,24 g,4.1 g,,5.2 g,2.3 g,,,,,,,0.5 g,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/dumplings-anka-ingef%C3%A4ra-fryst-16-p-320g-ica/2009022
Glass Smultron 1.75ml Triumf Glass,"39,00 kr","1.75L 22,29 kr/l",190 kcal,800 kJ,9.3 g,6.1 g,24 g,24 g,,2.9 g,0.18 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glass-smultron-1-75ml-triumf-glass/2154442
Snickersglass 6-p Mars,"69,00 kr","6 per frp 11,50 kr/st",341 kcal,1425 kJ,20 g,9.4 g,34 g,25 g,,5.9 g,0.24 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/snickersglass-6-p-mars/2094361
Falafel Fryst 450g Findus,"56,00 kr","0.45kg 124,44 kr/kg",228 kcal,951 kJ,12 g,0.8 g,21 g,1.8 g,4.1 g,6.9 g,1.2 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/falafel-fryst-450g-findus/1347259
Gräddglass Cookies & Cream 500ml Triumf Glass,"24,90 kr","0.5L 49,80 kr/l",240 kcal,1000 kJ,13 g,7 g,26 g,23 g,,3.1 g,0.18 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%A4ddglass-cookies-cream-500ml-triumf-glass/2086185
Strössel Choco 120g Dr.Oetker,"28,90 kr","0.12kg 240,83 kr/kg",385 kcal,1635 kJ,0.9 g,0.5 g,91 g,90 g,,2 g,0.18 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/str%C3%B6ssel-choco-120g-dr-oetker/1466756
Schwarzwaldtårta Fryst 400g Frödinge,"83,00 kr","0.4kg 207,50 kr/kg",364 kcal,1525 kJ,24 g,15 g,35 g,34 g,,2.3 g,0.14 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/schwarzwaldt%C3%A5rta-fryst-400g-fr%C3%B6dinge/1006412
Räkor Stora Skalade Frysta 200g ICA,"65,00 kr","0.2kg 325,00 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/r%C3%A4kor-stora-skalade-frysta-200g-ica/1513503
Wok Kyckling panang curry Fryst 350g ICA,"43,90 kr","0.35kg 125,43 kr/kg",154 kcal,650 kJ,4.8 g,3.5 g,21 g,3.5 g,0.8 g,6.3 g,0.7 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/wok-kyckling-panang-curry-fryst-350g-ica/1490120
Glass Vanilj Jordgubb 500ml GB Gräddglass,"18,90 kr","0.5L 37,80 kr/l",186 kcal,777 kJ,5.5 g,3.7 g,31 g,26 g,,2.2 g,0.09 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glass-vanilj-jordgubb-500ml-gb-gr%C3%A4ddglass/2067312
Gräddglass Vanilj 500ml SIA Glass,"24,90 kr","0.5L 49,80 kr/l",210 kcal,850 kJ,10 g,6.8 g,23 g,22 g,0.5 g,3.8 g,0.1 g,0.5 g,0 µg,0 µg,0 µg,0 µg,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%A4ddglass-vanilj-500ml-sia-glass/1008723
Chicken Tikka Masala Thai Cube 350g Kitchen Joy,"52,00 kr","0.35kg 148,57 kr/kg",145 kcal,612 kJ,3.8 g,1.6 g,21 g,1.3 g,0.9 g,6.3 g,0.54 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chicken-tikka-masala-thai-cube-350g-kitchen-joy/2039334
Pizza Supreme 190g Grandiosa,"27,90 kr","0.19kg 146,84 kr/kg",232 kcal,972 kJ,8.3 g,2.3 g,29 g,2.8 g,,9.2 g,1.2 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pizza-supreme-190g-grandiosa/2067429
Spagetti Carbonara 390g Dafgård,"41,90 kr","0.39kg 107,44 kr/kg",167 kcal,700 kJ,8.1 g,4.3 g,17 g,1.5 g,0.8 g,6.2 g,1.1 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/spagetti-carbonara-390g-dafg%C3%A5rd/2093871
Pirog Chili cheese 140g Gorbys,"17,90 kr","0.14kg 127,86 kr/kg",248 kcal,1037 kJ,7.8 g,2.9 g,35 g,1.9 g,1.9 g,8.2 g,1.4 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pirog-chili-cheese-140g-gorbys/2093748
Pommes strips extra krispiga 750g ICA,"32,90 kr","0.75kg 43,87 kr/kg",162 kcal,681 kJ,4.4 g,0.6 g,27 g,0.5 g,2.3 g,2.4 g,0.7 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pommes-strips-extra-krispiga-750g-ica/2132738
Grönsakspaj med fullkorn Fryst 220g ICA,"36,90 kr","0.22kg 167,73 kr/kg",197 kcal,823 kJ,9.9 g,4.7 g,19 g,2.6 g,1.4 g,7.2 g,0.9 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%B6nsakspaj-med-fullkorn-fryst-220g-ica/1387328
Köttbullar Små delikatess Fryst 500g Dafgård,"62,00 kr","0.5kg 124,00 kr/kg",236 kcal,986 kJ,18 g,7.6 g,3.4 g,2 g,0.6 g,14 g,1.6 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/k%C3%B6ttbullar-sm%C3%A5-delikatess-fryst-500g-dafg%C3%A5rd/2025035
Burekpaj Köttfärs Fryst 560g 4-p Plivit,"66,00 kr","0.56kg 117,86 kr/kg",256 kcal,1070 kJ,13.81 g,3.45 g,21.06 g,1 g,4.06 g,9.92 g,1.75 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/burekpaj-k%C3%B6ttf%C3%A4rs-fryst-560g-4-p-plivit/1510041
Pommes frites Ziggy fries Fryst 750g Lamb weston,"48,90 kr","0.75kg 65,20 kr/kg",161 kcal,677 kJ,6.3 g,0.8 g,23 g,0.5 g,2.7 g,2.3 g,0.55 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pommes-frites-ziggy-fries-fryst-750g-lamb-weston/2018381
Veganska bullar 300g Hälsans kök,"53,00 kr","0.3kg 176,67 kr/kg",175 kcal,735 kJ,5 g,0.6 g,10 g,1 g,5 g,20 g,1.4 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/veganska-bullar-300g-h%C3%A4lsans-k%C3%B6k/1498158
Glass Sunny Honey 465 ml Ben & Jerrys,"80,00 kr","0.465L 172,04 kr/l",258 kcal,1082 kJ,14 g,9.7 g,28 g,22 g,,4 g,0.21 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glass-sunny-honey-465-ml-ben-jerrys/2115952
Koriander Finhackad Fryst 40g ICA,"14,90 kr","0.04kg 372,50 kr/kg",30 kcal,140 kJ,0.8 g,0.5 g,0.5 g,0.5 g,5.7 g,3.4 g,0.1 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/koriander-finhackad-fryst-40g-ica/1475172
Kebabspett Halal 600g Hacksta Halal,"97,00 kr","0.6kg 161,67 kr/kg",245 kcal,1016 kJ,20 g,8.7 g,1.4 g,0.5 g,,14 g,0.85 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kebabspett-halal-600g-hacksta-halal/2108914
Bläckfiskringar Fryst 250g Pandalus,"44,90 kr","0.25kg 179,60 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/bl%C3%A4ckfiskringar-fryst-250g-pandalus/1008732
Tortellini Ricotta & spenat Fryst 350g ICA,"48,90 kr","0.35kg 139,71 kr/kg",102 kcal,431 kJ,2.7 g,1.6 g,14 g,2 g,1.5 g,5.2 g,0.67 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/tortellini-ricotta-spenat-fryst-350g-ica/1393894
Pizza Rustica double pepperoni 565g Dr. Oetker,"74,00 kr","0.565kg 130,97 kr/kg",267 kcal,1119 kJ,12 g,4.9 g,27 g,2.9 g,2.2 g,11 g,1.3 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pizza-rustica-double-pepperoni-565g-dr-oetker/2130915
Vårrullar Grönsaker 6-st 600g Daloon,"52,00 kr","0.6kg 86,67 kr/kg",172 kcal,721 kJ,6.8 g,0.5 g,23 g,3.4 g,2.6 g,3.4 g,0.97 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/v%C3%A5rrullar-gr%C3%B6nsaker-6-st-600g-daloon/1509066
Isbitar 2kg ICA,"35,90 kr","2kg 17,95 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/isbitar-2kg-ica/1488346
Karins Lasagne 390g Dafgård,"41,90 kr","0.39kg 107,44 kr/kg",163 kcal,680 kJ,7.1 g,3.8 g,18 g,2.6 g,0.8 g,6.6 g,0.92 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/karins-lasagne-390g-dafg%C3%A5rd/2093858
Hummer kokt fryst 375g Pandalus,"205,00 kr","0.375kg 546,67 kr/kg u. spad",84 kcal,356 kJ,0.9 g,0.2 g,0 g,0 g,,19 g,1.2 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/hummer-kokt-fryst-375g-pandalus/2120672
Röd chili Hackad Fryst 50g ICA,"15,90 kr","0.05kg 318,00 kr/kg",33 kcal,138 kJ,0.5 g,0 g,4.2 g,4.2 g,2.8 g,0.9 g,0.01 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/r%C3%B6d-chili-hackad-fryst-50g-ica/1513735
Gräddglass Pecannötkola 500ml SIA Glass,"24,90 kr","0.5L 49,80 kr/l",220 kcal,900 kJ,11 g,6.2 g,27 g,24 g,0.5 g,3.7 g,0.1 g,,0 µg,0 µg,0 µg,0 µg,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%A4ddglass-pecann%C3%B6tkola-500ml-sia-glass/1424154
Maränger 120g ICA,"28,90 kr","0.12kg 240,83 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/mar%C3%A4nger-120g-ica/1346026
"Gräddglass Blåbär Laktosfri 0,5l Triumf Glass","24,90 kr","0.5L 49,80 kr/l",200 kcal,800 kJ,9.5 g,6.2 g,24 g,24 g,,4 g,0.11 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%A4ddglass-bl%C3%A5b%C3%A4r-laktosfri-0-5l-triumf-glass/1470285
Lasagnette 380g Findus,"44,90 kr","0.38kg 118,16 kr/kg",142 kcal,597 kJ,5.9 g,2.2 g,15 g,3.2 g,1.5 g,6.4 g,0.84 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/lasagnette-380g-findus/2093842
Palak Bowl Indisk 380g Felix,"66,00 kr","0.38kg 173,68 kr/kg",102 kcal,426 kJ,4.5 g,2.7 g,9.9 g,1.6 g,2.2 g,4.4 g,0.71 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/palak-bowl-indisk-380g-felix/2077944
Kycklingschnitzel 380g Dafgård,"41,90 kr","0.38kg 110,26 kr/kg",144 kcal,603 kJ,6.9 g,2.1 g,13 g,1.8 g,1.4 g,6.4 g,0.95 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kycklingschnitzel-380g-dafg%C3%A5rd/2143254
Burgare 400g Farmers & Chefs,"74,00 kr","0.4kg 185,00 kr/kg",185 kcal,774 kJ,9.4 g,0.8 g,14 g,1.6 g,6.2 g,8.4 g,1.2 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/burgare-400g-farmers-chefs/2154359
Fläskschnitzel 420g Dafgård,"41,90 kr","0.42kg 99,76 kr/kg",136 kcal,569 kJ,5.7 g,1.3 g,14 g,1.1 g,2.3 g,5.8 g,1.1 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/fl%C3%A4skschnitzel-420g-dafg%C3%A5rd/2093860
Kycklingköttbullar Fryst 600g ICA,"60,00 kr","0.6kg 100,00 kr/kg",240 kcal,1000 kJ,17 g,4.5 g,10 g,0.5 g,,12 g,1.6 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kycklingk%C3%B6ttbullar-fryst-600g-ica/2038504
Pizza Queen Kantarell 310g Grandiosa,"65,00 kr","0.31kg 209,68 kr/kg",237 kcal,991 kJ,12 g,6.5 g,23 g,1 g,,9 g,0.86 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pizza-queen-kantarell-310g-grandiosa/2119834
Ugnsrostad Kyckling 390g Dafgård,"41,90 kr","0.39kg 107,44 kr/kg",118 kcal,496 kJ,3.9 g,1.5 g,14 g,4.5 g,2.1 g,5.9 g,0.83 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/ugnsrostad-kyckling-390g-dafg%C3%A5rd/2093862
Bakdekor Hearts 40g Dr. Oetker,"20,90 kr","0.04kg 522,50 kr/kg",424 kcal,1795 kJ,5.3 g,3.2 g,93 g,86 g,,0.6 g,0.01 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/bakdekor-hearts-40g-dr-oetker/2014933
Ost & skinkpaj Fryst 220g Felix,"37,90 kr","0.22kg 172,27 kr/kg",280 kcal,1172 kJ,19 g,11 g,15 g,1.6 g,,11 g,1.1 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/ost-skinkpaj-fryst-220g-felix/1453776
Kyckling & broccolipaj Fryst 215g Felix,"40,90 kr","0.215kg 190,23 kr/kg",267 kcal,1118 kJ,17 g,9.4 g,18 g,2.6 g,,9.6 g,1.1 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kyckling-broccolipaj-fryst-215g-felix/1453784
Vegetariska vårrullar 800g ICA Basic,"56,00 kr","0.8kg 70,00 kr/kg",155 kcal,648 kJ,6.3 g,0.6 g,20 g,2.6 g,1.9 g,3.6 g,1.26 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/vegetariska-v%C3%A5rrullar-800g-ica-basic/2151926
Glass After Dinner 8-p Magnum,"54,00 kr","8 per frp 6,75 kr/st",287 kcal,1203 kJ,19 g,13 g,25 g,23 g,,3.3 g,0.12 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glass-after-dinner-8-p-magnum/2144153
Blåbär Fryst 250g KRAV ICA I love eco,"41,90 kr","0.25kg 167,60 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/bl%C3%A5b%C3%A4r-fryst-250g-krav-ica-i-love-eco/1499606
Sprödpanerade räkor 300g Royal Greenland,"95,00 kr","0.3kg 316,67 kr/kg",247 kcal,1038 kJ,11 g,0.9 g,26 g,1.7 g,,11 g,1.2 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/spr%C3%B6dpanerade-r%C3%A4kor-300g-royal-greenland/4000937
Glasstrut Cornetto Classico 1-p Cornetto,"29,90 kr",,326 kcal,1366 kJ,20 g,14 g,34 g,23 g,1.4 g,3.7 g,0.27 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glasstrut-cornetto-classico-1-p-cornetto/2154458
Glasstrut Jordgubb 1-p Cornetto,"29,90 kr",,262 kcal,1096 kJ,11 g,8.2 g,39 g,29 g,,2.1 g,0.23 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glasstrut-jordgubb-1-p-cornetto/2154457
Gräslök Finhackad Fryst 40g ICA,"14,90 kr","0.04kg 372,50 kr/kg",30 kcal,130 kJ,0.6 g,0.5 g,1.6 g,1.6 g,3.9 g,2.8 g,0 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%A4sl%C3%B6k-finhackad-fryst-40g-ica/1475156
Ärtor Fryst 1kg ICA Basic,"31,90 kr","1kg 31,90 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/%C3%A4rtor-fryst-1kg-ica-basic/1411051
Stenugnsbakad pizza Capricciosa Fryst 370g ICA,"41,90 kr","0.37kg 113,24 kr/kg",212 kcal,892 kJ,6.8 g,3.3 g,25 g,3.7 g,2.1 g,12 g,1.1 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/stenugnsbakad-pizza-capricciosa-fryst-370g-ica/1026461
Mango Bitar Fryst 500g Ica Basic,"31,90 kr","0.5kg 63,80 kr/kg",70 kcal,270 kJ,0.5 g,0 g,17 g,15 g,1.8 g,0.5 g,0 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/mango-bitar-fryst-500g-ica-basic/1476300
"Gräddglass Gammaldags vanilj Laktosfri 0,5l Triumf Glass","24,90 kr","0.5L 49,80 kr/l",200 kcal,850 kJ,11 g,7.1 g,23 g,22 g,,2.9 g,0.18 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%A4ddglass-gammaldags-vanilj-laktosfri-0-5l-triumf-glass/1520024
Kyckling bröstfile Fryst mörad 1kg ICA,"113,00 kr","1kg 113,00 kr/kg",91 kcal,386 kJ,1 g,0.5 g,0.5 g,0.5 g,,20 g,0.5 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kyckling-br%C3%B6stfile-fryst-m%C3%B6rad-1kg-ica/1487777
Blåbär Svenska 1kg ICA,"117,00 kr","1kg 117,00 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/bl%C3%A5b%C3%A4r-svenska-1kg-ica/2076188
Glassbåt Hallon Vit choklad 6-p SIA GLASS,"59,00 kr","6 per frp 9,83 kr/st",280 kcal,1200 kJ,16 g,10 g,31 g,27 g,0 g,4.1 g,0.1 g,0 g,0 µg,0 µg,0 µg,0 µg,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glassb%C3%A5t-hallon-vit-choklad-6-p-sia-glass/2129997
Sejfilé bitar Fryst 400g ICA,"63,00 kr","0.4kg 157,50 kr/kg",82 kcal,344 kJ,0.5 g,0 g,0 g,0 g,,19 g,0.2 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/sejfil%C3%A9-bitar-fryst-400g-ica/1026469
Gräddglass Kola & Havssalt 500ml Sia Glass,"24,90 kr","0.5L 49,80 kr/l",220 kcal,950 kJ,9.5 g,6.2 g,30 g,27 g,0.5 g,3.8 g,0.3 g,,0 µg,0 µg,0 µg,0 µg,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gr%C3%A4ddglass-kola-havssalt-500ml-sia-glass/1530285
Chicken drumsticks Grillkrydda Fryst 500g Guldfågeln,"51,00 kr","0.5kg 102,00 kr/kg",190 kcal,800 kJ,10 g,3.3 g,3 g,1.5 g,,21 g,2 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chicken-drumsticks-grillkrydda-fryst-500g-guldf%C3%A5geln/1008936
Ost & broccolipaj Fryst 220g ICA,"36,90 kr","0.22kg 167,73 kr/kg",220 kcal,918 kJ,12 g,6 g,18 g,1.7 g,1.3 g,9.3 g,0.87 g,,,,,,,0.35 g,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/ost-broccolipaj-fryst-220g-ica/1423867
Pan Pizza BBQ Chicken 550g Grandiosa,"85,00 kr","0.55kg 154,55 kr/kg",197 kcal,830 kJ,5.9 g,2.4 g,26 g,3.1 g,,9.2 g,1 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pan-pizza-bbq-chicken-550g-grandiosa/2101467
Hamburgare ostekt 130g 4-p Scan,"78,00 kr","0.52kg 150,00 kr/kg",240 kcal,1000 kJ,18 g,9 g,4 g,1 g,,15 g,1.5 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/hamburgare-ostekt-130g-4-p-scan/2004974
Snickers 72ml Triumf Glass,"31,90 kr",,338 kcal,1414 kJ,20 g,9.4 g,35 g,26 g,,5.7 g,0.21 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/snickers-72ml-triumf-glass/1443718
Majskorn frysta 400g ICA,"22,90 kr","0.4kg 57,25 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/majskorn-frysta-400g-ica/2012832
Churros 300 g Aviko,"36,90 kr","0.3kg 123,00 kr/kg",331 kcal,1383 kJ,18 g,2.1 g,36 g,5.2 g,2.7 g,4.9 g,0.93 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/churros-300-g-aviko/2115491
Plant-based Nuggets 700g Hälsans Kök,"107,00 kr","0.7kg 152,86 kr/kg",222 kcal,927 kJ,11 g,1.2 g,14 g,0.6 g,5.5 g,14 g,1 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/plant-based-nuggets-700g-h%C3%A4lsans-k%C3%B6k/2101405
"Sorbet Mango & passion 0,5l Triumf Glass","24,90 kr","0.5L 49,80 kr/l",130 kcal,550 kJ,0.5 g,0.5 g,31 g,27 g,,0.5 g,0.02 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/sorbet-mango-passion-0-5l-triumf-glass/1443721
Pizza Ristorante Salame Fryst 320g Dr. Oetker,"48,90 kr","0.32kg 152,81 kr/kg",261 kcal,1093 kJ,13 g,4.6 g,25 g,2.9 g,2.3 g,10 g,1.3 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/pizza-ristorante-salame-fryst-320g-dr-oetker/2093806
Ost/skinkpaj 240 g Familjen Dafgård,"40,90 kr","0.24kg 170,42 kr/kg",272 kcal,1140 kJ,18 g,8.8 g,18 g,2.2 g,1 g,9.9 g,1.2 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/ost-skinkpaj-240-g-familjen-dafg%C3%A5rd/1521005
"Ärter, Majs & Paprika 600g Apetit","36,90 kr","0.6kg 61,50 kr/kg",90 kcal,380 kJ,0.9 g,0.2 g,14 g,4.7 g,3.2 g,4.2 g,0 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/%C3%A4rter-majs-paprika-600g-apetit/2054858
Extra allt Kebab Fryst 350g Grandiosa,"60,00 kr","0.35kg 171,43 kr/kg",231 kcal,968 kJ,9.8 g,4.6 g,24 g,1.5 g,,11 g,1.1 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/extra-allt-kebab-fryst-350g-grandiosa/1334853
Köttfärspaj 240 g Familjen Dafgård,"40,90 kr","0.24kg 170,42 kr/kg",312 kcal,1305 kJ,21 g,8.9 g,21 g,2.3 g,2.1 g,9.3 g,0.79 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/k%C3%B6ttf%C3%A4rspaj-240-g-familjen-dafg%C3%A5rd/1521017
Tacopaj 240g Dafgårds,"40,90 kr","0.24kg 170,42 kr/kg",278 kcal,1164 kJ,17 g,7.4 g,22 g,3.5 g,1.8 g,8.3 g,1.2 g,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/tacopaj-240g-dafg%C3%A5rds/2025034
